0116 7a47b5b000-7a47c5b000 rw-p [anon:dalvik-non-moving-space size=1048576
0117 7a47c5b000-7a48c5b000 rw-p [anon:dalvik-region-space size=16777216
0118 7a48c5b000-7a48e5b000 rw-p [anon:dalvik-rb size=2097152
0119 7a48e5b000-7a4965b000 rw-p [anon:dalvik-concurrent size=8388608
0120 7a4965b000-7a4985b000 rw-p [anon:dalvik-rb size=2097152
0121 7a4985b000-7a4a05b000 rw-p [anon:dalvik-concurrent size=8388608
0122 7a4a05b000-7a4a85c000 rw-p [anon:dalvik-live size=8392704
0123 7a4a85c000-7a4b05d000 rw-p [anon:dalvik-allocation size=8392704
0124 7a4b05d000-7a4b45e000 rw-p [anon:dalvik-card size=4198400
0125 7a4b45e000-7a4b55e000 rw-p [anon:dalvik-large size=1048576
0126 7a4b55e000-7a4c55e000 rw-p [anon:dalvik-region size=16777216
0127 7a4c55e000-7a4c65e000 rw-p [anon:dalvik-allocspace size=1048576
0128 7a4c65e000-7a4c75e000 rw-p [anon:dalvik-allocspace size=1048576
0129 7a4fda9000-7a4fdaf000 rw-p [anon:.bss] size=24576
0130 7a50816000-7a5081a000 rw-p [anon:.bss] size=16384
0131 7a50937000-7a50938000 rw-p [anon:.bss] size=4096
0132 7a509e0000-7a50a00000 rw-p [anon:dalvik-LinearAlloc] size=131072
